id,created_at,text,lang,conversation_id,reply_settings,referenced_tweets,in_reply_to_user_id,source,author_id,public_metrics,geo
1558577635290226689,2022-08-13T22:13:59.000Z,Not me ordering clothes for Mexico last week from @hm and being guaranteed 3-5 day shipping. Only for them to tell me they won’t arrive until Monday afternoon when I leave Monday morning 🙃🙃,en,1558577635290226689,everyone,,,Twitter for iPhone,499897550,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",{'place_id': '69b7ed640da9394f'}
1558544010897080320,2022-08-13T20:00:23.000Z,@hm why can’t I find any XXL shirts in your stores?,en,1558544010897080320,everyone,,14399483,Twitter for iPhone,186484753,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558492386090795014,2022-08-13T16:35:14.000Z,"Out and About...
.
.
#whatimwearing 
Short Kaftan Dress @hm

Roxxy Stiletto Heels @shoedazzle 

Jewelry #vintage https://t.co/MLaQhkChHC",en,1558492386090795014,everyone,,,Instagram,288873370,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558486224796405762,2022-08-13T16:10:45.000Z,Come on @hm i order pants for a wedding I get the package and no pants.. completely wrong order instead got xs t shirts 😔😡.. how does that happen -_-,en,1558486224796405762,everyone,,,Twitter for iPhone,1033544222173888513,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1558484879423053824,2022-08-13T16:05:25.000Z,@ZARA You guys are brilliant! You found a way to reduce labor cost. All the fitting rooms are permanently closed at all the seattle area locations. Zara employees are now telling customers to buy clothes and try them on at @hm and come back if it doesn’t fit😂. This is genius! https://t.co/3ZU68lLJlh,en,1557773881347170304,everyone,"[{'type': 'replied_to', 'id': '1557773881347170304'}]",346742249,Twitter for iPhone,1234178884066656256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558452009459748868,2022-08-13T13:54:48.000Z,@greenwashdotcom @_DirtyFashion_ @qz @hm @HiggData H&amp;M have no intention of reducing their waste or number of #fastfashion clothes they make - do not believe them,en,1558435691989975041,everyone,"[{'type': 'replied_to', 'id': '1558435691989975041'}]",1491800642926514178,Twitter for iPhone,1224824519996723206,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558364150518239232,2022-08-13T08:05:41.000Z,"@avneetkaur_13 I wore this outfit yesterday but I’m going different places today…
So it’s okay!🖤 #ootd 

Top- @baesic_world 
Pants- @zara 
Jacket- @hm 
Shoes- @nike 
Bag- @gucci 
Shades- @versace
📸- @krupalakhanii.16 https://t.co/f7vniXU3EG",en,1558364150518239232,everyone,,788062532682420224,Instagram,1437114287894327298,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'place_id': '7929cea6bd5b32bd', 'coordinates': {'type': 'Point', 'coordinates': [72.8764, 19.0627]}}"
1558359664215179264,2022-08-13T07:47:51.000Z,"#sjcartierltd #reselling #brandnew &amp; #used #Collectibles
#shopsmalluk &amp; don't forget HKNC4UUK #coupon to #save further.
#onlineshoppinguk #collectors
#CollectorsHelpingCollectors
#vintage #rare #antique #Collections #eBay #reseller
@hm

https://t.co/fZD85ib7FK",en,1558359664215179264,everyone,,,Twitter for Android,1273298286204661760,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558302374686588928,2022-08-13T04:00:12.000Z,"i liked my outfit yesterday 🙆🏻‍♀️
polo: @uniqlophofficial 
dress: @hm https://t.co/McGA5wseag",en,1558302374686588928,everyone,,,Instagram,95186322,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1558264488159285256,2022-08-13T01:29:39.000Z,#outfitoftheday @macys jewelry @CalvinKlein heels @hm pants &amp; sweater https://t.co/AY47nMNIYt,en,1558264488159285256,everyone,,,Twitter for Android,1549124854812639232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",
